"Season","Week Start","Week End","Week","Location","Care Type","1-Week Percent COVID-19","dtm_updated"
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Cascade Pacific Action Alliance","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Elevate Health","Hospitalizations","5.1",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Elevate Health","Emergency Visits","3.8",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Greater Health Now","Hospitalizations","4.7",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Greater Health Now","Emergency Visits","2.9",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Healthier Here","Hospitalizations","3.1",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Healthier Here","Emergency Visits","2.1",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"North Sound","Hospitalizations","6.9",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"North Sound","Emergency Visits","4",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Olympic Community of Health","Hospitalizations","3.5",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Olympic Community of Health","Emergency Visits","2.6",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Southwest Washington","Hospitalizations","6.9",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Southwest Washington","Emergency Visits","3.3",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Statewide","Hospitalizations","5",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Statewide","Emergency Visits","3.2",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Thriving Together NCW","Hospitalizations","7.6",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Thriving Together NCW","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2021-12-05 00:00:00,2021-12-11 00:00:00,49,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Better Health Together","Hospitalizations","6.1",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Better Health Together","Emergency Visits","2.8",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Cascade Pacific Action Alliance","Hospitalizations","7.5",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Cascade Pacific Action Alliance","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Elevate Health","Hospitalizations","5.1",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Elevate Health","Emergency Visits","4.6",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Greater Health Now","Hospitalizations","4.6",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Greater Health Now","Emergency Visits","2.5",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Healthier Here","Hospitalizations","3",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Healthier Here","Emergency Visits","3",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"North Sound","Hospitalizations","5.4",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"North Sound","Emergency Visits","4.4",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Olympic Community of Health","Hospitalizations","6.6",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Olympic Community of Health","Emergency Visits","2.9",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Southwest Washington","Hospitalizations","6.3",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Southwest Washington","Emergency Visits","3.3",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Statewide","Hospitalizations","4.9",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Statewide","Emergency Visits","3.5",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Thriving Together NCW","Hospitalizations","8",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Thriving Together NCW","Emergency Visits","3.3",2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2021-12-12 00:00:00,2021-12-18 00:00:00,50,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Better Health Together","Hospitalizations","6.5",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Better Health Together","Emergency Visits","3.4",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Cascade Pacific Action Alliance","Hospitalizations","8",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Cascade Pacific Action Alliance","Emergency Visits","5.3",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Elevate Health","Hospitalizations","10",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Elevate Health","Emergency Visits","11",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Greater Health Now","Hospitalizations","4.7",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Greater Health Now","Emergency Visits","2.9",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Healthier Here","Hospitalizations","5.3",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Healthier Here","Emergency Visits","7.1",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"North Sound","Hospitalizations","7.7",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"North Sound","Emergency Visits","6.9",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Olympic Community of Health","Hospitalizations","6.2",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Olympic Community of Health","Emergency Visits","5.1",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Southwest Washington","Hospitalizations","9.7",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Southwest Washington","Emergency Visits","5",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Statewide","Hospitalizations","6.8",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Statewide","Emergency Visits","6.3",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Thriving Together NCW","Hospitalizations","5.7",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Thriving Together NCW","Emergency Visits","3.6",2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2021-12-19 00:00:00,2021-12-25 00:00:00,51,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Better Health Together","Hospitalizations","7.6",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Better Health Together","Emergency Visits","5.4",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Cascade Pacific Action Alliance","Hospitalizations","15.1",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Cascade Pacific Action Alliance","Emergency Visits","9.8",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Elevate Health","Hospitalizations","17",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Elevate Health","Emergency Visits","19.2",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Greater Health Now","Hospitalizations","7.1",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Greater Health Now","Emergency Visits","5.8",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Healthier Here","Hospitalizations","10.5",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Healthier Here","Emergency Visits","13.4",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"North Sound","Hospitalizations","12.7",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"North Sound","Emergency Visits","13.2",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Olympic Community of Health","Hospitalizations","9.2",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Olympic Community of Health","Emergency Visits","9.8",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Southwest Washington","Hospitalizations","12",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Southwest Washington","Emergency Visits","7.9",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Statewide","Hospitalizations","11.4",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Statewide","Emergency Visits","11.4",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Thriving Together NCW","Hospitalizations","7.4",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Thriving Together NCW","Emergency Visits","4.8",2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2021-12-26 00:00:00,2022-01-01 00:00:00,52,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Better Health Together","Hospitalizations","10.6",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Better Health Together","Emergency Visits","9.7",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Cascade Pacific Action Alliance","Hospitalizations","18.8",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Cascade Pacific Action Alliance","Emergency Visits","12.4",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Elevate Health","Hospitalizations","20.3",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Elevate Health","Emergency Visits","20.3",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Greater Health Now","Hospitalizations","12.1",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Greater Health Now","Emergency Visits","11.4",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Healthier Here","Hospitalizations","16.1",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Healthier Here","Emergency Visits","17.2",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"North Sound","Hospitalizations","19.3",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"North Sound","Emergency Visits","17.8",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Olympic Community of Health","Hospitalizations","16.7",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Olympic Community of Health","Emergency Visits","15.4",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Southwest Washington","Hospitalizations","15.4",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Southwest Washington","Emergency Visits","10.5",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Statewide","Hospitalizations","16.2",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Statewide","Emergency Visits","15.3",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Thriving Together NCW","Hospitalizations","10.9",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Thriving Together NCW","Emergency Visits","10.1",2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-01-02 00:00:00,2022-01-08 00:00:00,1,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Better Health Together","Hospitalizations","13.5",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Better Health Together","Emergency Visits","12.3",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Cascade Pacific Action Alliance","Hospitalizations","21.5",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Cascade Pacific Action Alliance","Emergency Visits","13.6",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Elevate Health","Hospitalizations","25.3",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Elevate Health","Emergency Visits","19.7",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Greater Health Now","Hospitalizations","19.3",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Greater Health Now","Emergency Visits","14.4",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Healthier Here","Hospitalizations","16.7",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Healthier Here","Emergency Visits","16.5",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"North Sound","Hospitalizations","20.9",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"North Sound","Emergency Visits","19.1",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Olympic Community of Health","Hospitalizations","15.5",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Olympic Community of Health","Emergency Visits","14.7",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Southwest Washington","Hospitalizations","16.2",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Southwest Washington","Emergency Visits","11.5",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Statewide","Hospitalizations","18.7",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Statewide","Emergency Visits","15.9",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Thriving Together NCW","Hospitalizations","14.7",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Thriving Together NCW","Emergency Visits","13.8",2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-01-09 00:00:00,2022-01-15 00:00:00,2,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Better Health Together","Hospitalizations","19.9",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Better Health Together","Emergency Visits","17.4",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Cascade Pacific Action Alliance","Hospitalizations","21.3",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Cascade Pacific Action Alliance","Emergency Visits","13.2",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Elevate Health","Hospitalizations","20.7",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Elevate Health","Emergency Visits","15.7",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Greater Health Now","Hospitalizations","24.4",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Greater Health Now","Emergency Visits","15.1",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Healthier Here","Hospitalizations","16.4",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Healthier Here","Emergency Visits","13.6",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"North Sound","Hospitalizations","22.9",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"North Sound","Emergency Visits","17.7",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Olympic Community of Health","Hospitalizations","16.9",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Olympic Community of Health","Emergency Visits","13.4",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Southwest Washington","Hospitalizations","18.6",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Southwest Washington","Emergency Visits","13.1",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Statewide","Hospitalizations","19.6",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Statewide","Emergency Visits","15.1",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Thriving Together NCW","Hospitalizations","18.6",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Thriving Together NCW","Emergency Visits","15.8",2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-01-16 00:00:00,2022-01-22 00:00:00,3,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Better Health Together","Hospitalizations","19.2",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Better Health Together","Emergency Visits","15.9",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Cascade Pacific Action Alliance","Hospitalizations","19.4",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Cascade Pacific Action Alliance","Emergency Visits","11.5",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Elevate Health","Hospitalizations","14.6",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Elevate Health","Emergency Visits","11.5",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Greater Health Now","Hospitalizations","21.8",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Greater Health Now","Emergency Visits","12.8",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Healthier Here","Hospitalizations","11.4",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Healthier Here","Emergency Visits","9.7",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"North Sound","Hospitalizations","18.5",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"North Sound","Emergency Visits","13.9",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Olympic Community of Health","Hospitalizations","13",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Olympic Community of Health","Emergency Visits","10.7",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Southwest Washington","Hospitalizations","16",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Southwest Washington","Emergency Visits","10",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Statewide","Hospitalizations","15.8",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Statewide","Emergency Visits","12.1",2024-04-16 07:58:20
"2021-2022",2022-01-23 00:00:00,2022-01-29 00:00:00,4,"Thriving Together NCW","Hospitalizations","18.6",2024-04-16 07:58:20
